key,coupler_extent,C11,C12,C13,C21,C22,C23,C31,C32,C33
clockmon_268.72857142857146_0_0_0_0_0,"[268.72857142857146, 0, 0, 0, 0, 0]",5.6623518075417734e-14,1.687234182124031e-14,6.912185790179428e-16,1.687234182124031e-14,9.364961469953234e-14,3.7459685398871536e-14,6.912185790179428e-16,3.7459685398871536e-14,1.025483114692069e-13

clockmon_271.07551020408164_0_0_0_0_0,"[271.07551020408164, 0, 0, 0, 0, 0]",5.67886903759942e-14,1.699565332021246e-14,6.955644279957237e-16,1.699565332021246e-14,9.358278782378192e-14,3.745780064248812e-14,6.955644279957237e-16,3.745780064248812e-14,1.0254581775745136e-13

clockmon_273.4224489795919_0_0_0_0_0,"[273.4224489795919, 0, 0, 0, 0, 0]",5.695482951553834e-14,1.711848121921226e-14,6.999281234360243e-16,1.711848121921226e-14,9.351592733394217e-14,3.745603557593619e-14,6.999281234360243e-16,3.745603557593619e-14,1.0254358666168318e-13

clockmon_275.76938775510206_0_0_0_0_0,"[275.76938775510206, 0, 0, 0, 0, 0]",5.711771876894374e-14,1.724181004221306e-14,7.042837723284184e-16,1.724181004221306e-14,9.344723075851894e-14,3.74540087477071e-14,7.042837723284184e-16,3.74540087477071e-14,1.025403410718715e-13

clockmon_278.11632653061224_0_0_0_0_0,"[278.11632653061224, 0, 0, 0, 0, 0]",5.728281782331968e-14,1.736375176548571e-14,7.086129932756226e-16,1.736375176548571e-14,9.337961993378743e-14,3.745215283530456e-14,7.086129932756226e-16,3.745215283530456e-14,1.0253786788302631e-13

clockmon_280.4632653061225_0_0_0_0_0,"[280.4632653061225, 0, 0, 0, 0, 0]",5.744727964141093e-14,1.748662721457356e-14,7.129485497753395e-16,1.748662721457356e-14,9.331453103769882e-14,3.745040416581545e-14,7.129485497753395e-16,3.745040416581545e-14,1.025360907619772e-13

clockmon_282.81020408163266_0_0_0_0_0,"[282.81020408163266, 0, 0, 0, 0, 0]",5.761143027122007e-14,1.760863154198657e-14,7.172627752680447e-16,1.760863154198657e-14,9.324734707013954e-14,3.744844958968222e-14,7.172627752680447e-16,3.744844958968222e-14,1.0253339514655614e-13

clockmon_285.15714285714284_0_0_0_0_0,"[285.15714285714284, 0, 0, 0, 0, 0]",5.77783262778301e-14,1.773106380492347e-14,7.215854247557765e-16,1.773106380492347e-14,9.318046577055216e-14,3.744663389352707e-14,7.215854247557765e-16,3.744663389352707e-14,1.0253108542963814e-13

clockmon_287.5040816326531_0_0_0_0_0,"[287.5040816326531, 0, 0, 0, 0, 0]",5.794513868713291e-14,1.785372238831226e-14,7.259598021053673e-16,1.785372238831226e-14,9.311518972316333e-14,3.744499497139029e-14,7.259598021053673e-16,3.744499497139029e-14,1.0252867283074263e-13

clockmon_289.85102040816327_0_0_0_0_0,"[289.85102040816327, 0, 0, 0, 0, 0]",5.811080622218054e-14,1.797607193784889e-14,7.302216098975054e-16,1.797607193784889e-14,9.304677403411146e-14,3.744302178503396e-14,7.302216098975054e-16,3.744302178503396e-14,1.0252623612543084e-13

clockmon_292.1979591836735_0_0_0_0_0,"[292.1979591836735, 0, 0, 0, 0, 0]",5.827775559096403e-14,1.809798115765227e-14,7.345176233447801e-16,1.809798115765227e-14,9.297897000880854e-14,3.7441143763756e-14,7.345176233447801e-16,3.7441143763756e-14,1.0252327614705702e-13

clockmon_294.5448979591837_0_0_0_0_0,"[294.5448979591837, 0, 0, 0, 0, 0]",5.84441787756019e-14,1.822005336364505e-14,7.388111777886022e-16,1.822005336364505e-14,9.291189923080386e-14,3.74392659777384e-14,7.388111777886022e-16,3.74392659777384e-14,1.025213224963038e-13

clockmon_296.89183673469387_0_0_0_0_0,"[296.89183673469387, 0, 0, 0, 0, 0]",5.860995811764713e-14,1.834220608995414e-14,7.430954123076268e-16,1.834220608995414e-14,9.284420534325633e-14,3.743746202470871e-14,7.430954123076268e-16,3.743746202470871e-14,1.0251864164845827e-13

clockmon_299.2387755102041_0_0_0_0_0,"[299.2387755102041, 0, 0, 0, 0, 0]",5.87767901940421e-14,1.846349319365594e-14,7.473608719199796e-16,1.846349319365594e-14,9.277815514090408e-14,3.743565181974719e-14,7.473608719199796e-16,3.743565181974719e-14,1.0251619528443854e-13

clockmon_301.5857142857143_0_0_0_0_0,"[301.5857142857143, 0, 0, 0, 0, 0]",5.894155337357078e-14,1.858500307516432e-14,7.516019875045376e-16,1.858500307516432e-14,9.271102784538456e-14,3.743336678472333e-14,7.516019875045376e-16,3.743336678472333e-14,1.0251408861833493e-13

clockmon_303.9326530612245_0_0_0_0_0,"[303.9326530612245, 0, 0, 0, 0, 0]",5.910898620791075e-14,1.870704179144937e-14,7.558711789126609e-16,1.870704179144937e-14,9.26449223685588e-14,3.743172765286883e-14,7.558711789126609e-16,3.743172765286883e-14,1.025115560158698e-13

clockmon_306.2795918367347_0_0_0_0_0,"[306.2795918367347, 0, 0, 0, 0, 0]",5.92714945786617e-14,1.8828353022424974e-14,7.602130313096714e-16,1.8828353022424974e-14,9.258124863446984e-14,3.743062143244275e-14,7.602130313096714e-16,3.743062143244275e-14,1.0250954136650989e-13

clockmon_308.6265306122449_0_0_0_0_0,"[308.6265306122449, 0, 0, 0, 0, 0]",5.944398467078134e-14,1.894849403215727e-14,7.643843707144256e-16,1.894849403215727e-14,9.251294916855346e-14,3.7428626983320665e-14,7.643843707144256e-16,3.7428626983320665e-14,1.0250611163094102e-13

clockmon_310.97346938775513_0_0_0_0_0,"[310.97346938775513, 0, 0, 0, 0, 0]",5.961270655996584e-14,1.906957075688771e-14,7.68621013790087e-16,1.906957075688771e-14,9.244655282799442e-14,3.742678892573878e-14,7.68621013790087e-16,3.742678892573878e-14,1.025041751575382e-13

clockmon_313.3204081632653_0_0_0_0_0,"[313.3204081632653, 0, 0, 0, 0, 0]",5.977912300940751e-14,1.919036007469937e-14,7.728250894339887e-16,1.919036007469937e-14,9.237830645312246e-14,3.742493866884526e-14,7.728250894339887e-16,3.742493866884526e-14,1.0250156894774595e-13

clockmon_315.6673469387755_0_0_0_0_0,"[315.6673469387755, 0, 0, 0, 0, 0]",5.994625665528799e-14,1.931389321035876e-14,7.770927305174066e-16,1.931389321035876e-14,9.2310487416639e-14,3.742298248732043e-14,7.770927305174066e-16,3.742298248732043e-14,1.0249878679861556e-13

clockmon_318.01428571428573_0_0_0_0_0,"[318.01428571428573, 0, 0, 0, 0, 0]",6.011337923217495e-14,1.943405399913322e-14,7.81276140591014e-16,1.943405399913322e-14,9.224324349855282e-14,3.742121544140155e-14,7.81276140591014e-16,3.742121544140155e-14,1.0249620578457815e-13

clockmon_320.3612244897959_0_0_0_0_0,"[320.3612244897959, 0, 0, 0, 0, 0]",6.028115995792772e-14,1.955291747620628e-14,7.854417258602659e-16,1.955291747620628e-14,9.217617290008327e-14,3.741924978574346e-14,7.854417258602659e-16,3.741924978574346e-14,1.0249406726747606e-13

clockmon_322.70816326530615_0_0_0_0_0,"[322.70816326530615, 0, 0, 0, 0, 0]",6.044898681516105e-14,1.967262054115987e-14,7.895900961469717e-16,1.967262054115987e-14,9.211002933818824e-14,3.741754949231167e-14,7.895900961469717e-16,3.741754949231167e-14,1.0249146398398445e-13

clockmon_325.05510204081634_0_0_0_0_0,"[325.05510204081634, 0, 0, 0, 0, 0]",6.061909138263114e-14,1.979303309473475e-14,7.937963704599532e-16,1.979303309473475e-14,9.204429521277648e-14,3.741598189911957e-14,7.937963704599532e-16,3.741598189911957e-14,1.0248900112266857e-13

clockmon_327.4020408163266_0_0_0_0_0,"[327.4020408163266, 0, 0, 0, 0, 0]",6.078369343996057e-14,1.991321549670633e-14,7.980014262810415e-16,1.991321549670633e-14,9.198027047952448e-14,3.741439400075939e-14,7.980014262810415e-16,3.741439400075939e-14,1.0248711239901518e-13

clockmon_329.74897959183676_0_0_0_0_0,"[329.74897959183676, 0, 0, 0, 0, 0]",6.095022761856074e-14,2.003203239887169e-14,8.021496648369408e-16,2.003203239887169e-14,9.191322385609897e-14,3.741273087330934e-14,8.021496648369408e-16,3.741273087330934e-14,1.0248470528678242e-13

clockmon_332.09591836734694_0_0_0_0_0,"[332.09591836734694, 0, 0, 0, 0, 0]",6.111992794981036e-14,2.015168339217299e-14,8.062909285668405e-16,2.015168339217299e-14,9.184606411658031e-14,3.741084838883199e-14,8.062909285668405e-16,3.741084838883199e-14,1.0248232628064637e-13

clockmon_334.4428571428572_0_0_0_0_0,"[334.4428571428572, 0, 0, 0, 0, 0]",6.129099187334358e-14,2.027104522650722e-14,8.104199746435322e-16,2.027104522650722e-14,9.178037010047854e-14,3.740925975800856e-14,8.104199746435322e-16,3.740925975800856e-14,1.024799873776908e-13

clockmon_336.78979591836736_0_0_0_0_0,"[336.78979591836736, 0, 0, 0, 0, 0]",6.146259893763892e-14,2.038999267535212e-14,8.14538908916694e-16,2.038999267535212e-14,9.171475642591913e-14,3.740759907056115e-14,8.14538908916694e-16,3.740759907056115e-14,1.0247817182605116e-13

clockmon_339.13673469387754_0_0_0_0_0,"[339.13673469387754, 0, 0, 0, 0, 0]",6.163328001554712e-14,2.050870535149468e-14,8.187154365106853e-16,2.050870535149468e-14,9.164902603846412e-14,3.740613260998819e-14,8.187154365106853e-16,3.740613260998819e-14,1.0247574513779854e-13

clockmon_341.4836734693878_0_0_0_0_0,"[341.4836734693878, 0, 0, 0, 0, 0]",6.180278732579071e-14,2.062742098801825e-14,8.227382736730013e-16,2.062742098801825e-14,9.158166140569074e-14,3.74042020177168e-14,8.227382736730013e-16,3.74042020177168e-14,1.0247320996728411e-13

clockmon_343.83061224489796_0_0_0_0_0,"[343.83061224489796, 0, 0, 0, 0, 0]",6.197280022289355e-14,2.074633863587876e-14,8.268475688308492e-16,2.074633863587876e-14,9.151414530639515e-14,3.740254873850107e-14,8.268475688308492e-16,3.740254873850107e-14,1.0247041259661802e-13

clockmon_346.17755102040815_0_0_0_0_0,"[346.17755102040815, 0, 0, 0, 0, 0]",6.214311082161369e-14,2.08645943109909e-14,8.309214091310834e-16,2.08645943109909e-14,9.144761336953322e-14,3.740085718554919e-14,8.309214091310834e-16,3.740085718554919e-14,1.0246802631925941e-13

clockmon_348.5244897959184_0_0_0_0_0,"[348.5244897959184, 0, 0, 0, 0, 0]",6.230868588655214e-14,2.0983458538299066e-14,8.350062186471655e-16,2.0983458538299066e-14,9.13787061034251e-14,3.739870558879464e-14,8.350062186471655e-16,3.739870558879464e-14,1.0246552091762849e-13

clockmon_350.8714285714286_0_0_0_0_0,"[350.8714285714286, 0, 0, 0, 0, 0]",6.247810328324735e-14,2.110121355087218e-14,8.39113781854137e-16,2.110121355087218e-14,9.131195242759676e-14,3.7396900304857676e-14,8.39113781854137e-16,3.7396900304857676e-14,1.0246300715559467e-13

clockmon_353.2183673469388_0_0_0_0_0,"[353.2183673469388, 0, 0, 0, 0, 0]",6.264660216751828e-14,2.121782116155323e-14,8.431035406396407e-16,2.121782116155323e-14,9.124649355128228e-14,3.739503824434479e-14,8.431035406396407e-16,3.739503824434479e-14,1.0246066673464967e-13

clockmon_355.565306122449_0_0_0_0_0,"[355.565306122449, 0, 0, 0, 0, 0]",6.281267014863117e-14,2.133476751252181e-14,8.470907050110829e-16,2.133476751252181e-14,9.117905483885436e-14,3.739302865926025e-14,8.470907050110829e-16,3.739302865926025e-14,1.024577391827627e-13

clockmon_357.9122448979592_0_0_0_0_0,"[357.9122448979592, 0, 0, 0, 0, 0]",6.298310221695333e-14,2.145181285216657e-14,8.511192825642066e-16,2.145181285216657e-14,9.111245514767751e-14,3.739134837520831e-14,8.511192825642066e-16,3.739134837520831e-14,1.0245525266255027e-13

clockmon_360.2591836734694_0_0_0_0_0,"[360.2591836734694, 0, 0, 0, 0, 0]",6.316038571309793e-14,2.156862104253159e-14,8.551603687191027e-16,2.156862104253159e-14,9.104771239521347e-14,3.738993374151465e-14,8.551603687191027e-16,3.738993374151465e-14,1.0245348125906145e-13

clockmon_362.6061224489796_0_0_0_0_0,"[362.6061224489796, 0, 0, 0, 0, 0]",6.333218397760466e-14,2.16859676904207e-14,8.591785063572446e-16,2.16859676904207e-14,9.098064485028153e-14,3.738836170132997e-14,8.591785063572446e-16,3.738836170132997e-14,1.0245067412163198e-13

clockmon_364.95306122448983_0_0_0_0_0,"[364.95306122448983, 0, 0, 0, 0, 0]",6.350614219631619e-14,2.18019765416229e-14,8.631922695285713e-16,2.18019765416229e-14,9.091531851929859e-14,3.73864741881266e-14,8.631922695285713e-16,3.73864741881266e-14,1.0244764831203172e-13

clockmon_367.3_0_0_0_0_0,"[367.3, 0, 0, 0, 0, 0]",6.367759655611503e-14,2.191799536386181e-14,8.671568211774694e-16,2.191799536386181e-14,9.084873701363834e-14,3.738473267810894e-14,8.671568211774694e-16,3.738473267810894e-14,1.0244507107963989e-13

